上海电信,#genre#
CCTV14,http://demo.medrun.cn:4022/rtp/233.18.204.80:5140
CCTV15,http://demo.medrun.cn:4022/rtp/233.18.204.34:5140
CCTV15,http://demo.medrun.cn:4022/rtp/233.18.204.81:5140
CCTV16,http://demo.medrun.cn:4022/rtp/233.18.204.82:5140
CCTV17,http://demo.medrun.cn:4022/rtp/233.18.204.35:5140
CCTV17,http://demo.medrun.cn:4022/rtp/233.18.204.83:5140
央视台球,http://demo.medrun.cn:4022/rtp/233.18.204.177:5140
央广购物,http://demo.medrun.cn:4022/rtp/233.18.204.15:5140
CETV1,http://demo.medrun.cn:4022/rtp/233.18.204.98:5140
CETV1,http://demo.medrun.cn:4022/rtp/233.18.204.153:5140
CETV2,http://demo.medrun.cn:4022/rtp/233.18.204.154:5140
CETV4,http://demo.medrun.cn:4022/rtp/233.18.204.111:5140
CETV早期教育,http://demo.medrun.cn:4022/rtp/233.18.204.187:5140
CGTN,http://demo.medrun.cn:4022/rtp/233.18.204.28:5140
东方卫视,http://demo.medrun.cn:4022/rtp/233.18.204.1:5140
东方卫视,http://demo.medrun.cn:4022/rtp/233.18.204.51:5140
浙江卫视,http://demo.medrun.cn:4022/rtp/233.18.204.84:5140
宁夏卫视,http://demo.medrun.cn:4022/rtp/233.18.204.117:5140
北京卫视,http://demo.medrun.cn:4022/rtp/233.18.204.87:5140
北京卫视,http://demo.medrun.cn:4022/rtp/233.18.204.118:5140
湖南卫视,http://demo.medrun.cn:4022/rtp/233.18.204.86:5140
湖南卫视,http://demo.medrun.cn:4022/rtp/233.18.204.119:5140
江苏卫视,http://demo.medrun.cn:4022/rtp/233.18.204.85:5140
江苏卫视,http://demo.medrun.cn:4022/rtp/233.18.204.120:5140
浙江卫视,http://demo.medrun.cn:4022/rtp/233.18.204.121:5140
旅游卫视,http://demo.medrun.cn:4022/rtp/233.18.204.122:5140
广西卫视,http://demo.medrun.cn:4022/rtp/233.18.204.107:5140
广西卫视,http://demo.medrun.cn:4022/rtp/233.18.204.123:5140
四川卫视,http://demo.medrun.cn:4022/rtp/233.18.204.99:5140
四川卫视,http://demo.medrun.cn:4022/rtp/233.18.204.124:5140
山东卫视,http://demo.medrun.cn:4022/rtp/233.18.204.91:5140
山东卫视,http://demo.medrun.cn:4022/rtp/233.18.204.125:5140
辽宁卫视,http://demo.medrun.cn:4022/rtp/233.18.204.96:5140
辽宁卫视,http://demo.medrun.cn:4022/rtp/233.18.204.126:5140
安徽卫视,http://demo.medrun.cn:4022/rtp/233.18.204.93:5140
安徽卫视,http://demo.medrun.cn:4022/rtp/233.18.204.127:5140
东南卫视,http://demo.medrun.cn:4022/rtp/233.18.204.94:5140
东南卫视,http://demo.medrun.cn:4022/rtp/233.18.204.128:5140
天津卫视,http://demo.medrun.cn:4022/rtp/233.18.204.97:5140
天津卫视,http://demo.medrun.cn:4022/rtp/233.18.204.129:5140
江西卫视,http://demo.medrun.cn:4022/rtp/233.18.204.95:5140
江西卫视,http://demo.medrun.cn:4022/rtp/233.18.204.130:5140
吉林卫视,http://demo.medrun.cn:4022/rtp/233.18.204.108:5140
吉林卫视,http://demo.medrun.cn:4022/rtp/233.18.204.131:5140
山西卫视,http://demo.medrun.cn:4022/rtp/233.18.204.132:5140
青海卫视,http://demo.medrun.cn:4022/rtp/233.18.204.112:5140
青海卫视,http://demo.medrun.cn:4022/rtp/233.18.204.133:5140
西藏卫视,http://demo.medrun.cn:4022/rtp/233.18.204.134:5140
陕西卫视,http://demo.medrun.cn:4022/rtp/233.18.204.135:5140
云南卫视,http://demo.medrun.cn:4022/rtp/233.18.204.106:5140
云南卫视,http://demo.medrun.cn:4022/rtp/233.18.204.136:5140
甘肃卫视,http://demo.medrun.cn:4022/rtp/233.18.204.110:5140
甘肃卫视,http://demo.medrun.cn:4022/rtp/233.18.204.137:5140
广东卫视,http://demo.medrun.cn:4022/rtp/233.18.204.88:5140
广东卫视,http://demo.medrun.cn:4022/rtp/233.18.204.138:5140
黑龙江卫视,http://demo.medrun.cn:4022/rtp/233.18.204.90:5140
黑龙江卫视,http://demo.medrun.cn:4022/rtp/233.18.204.139:5140
河北卫视,http://demo.medrun.cn:4022/rtp/233.18.204.103:5140
河北卫视,http://demo.medrun.cn:4022/rtp/233.18.204.140:5140
内蒙古卫视,http://demo.medrun.cn:4022/rtp/233.18.204.141:5140
湖北卫视,http://demo.medrun.cn:4022/rtp/233.18.204.92:5140
湖北卫视,http://demo.medrun.cn:4022/rtp/233.18.204.142:5140
重庆卫视,http://demo.medrun.cn:4022/rtp/233.18.204.100:5140
重庆卫视,http://demo.medrun.cn:4022/rtp/233.18.204.143:5140
海南卫视,http://demo.medrun.cn:4022/rtp/233.18.204.102:5140
贵州卫视,http://demo.medrun.cn:4022/rtp/233.18.204.101:5140
贵州卫视,http://demo.medrun.cn:4022/rtp/233.18.204.144:5140
河南卫视,http://demo.medrun.cn:4022/rtp/233.18.204.105:5140
河南卫视,http://demo.medrun.cn:4022/rtp/233.18.204.145:5140
深圳卫视,http://demo.medrun.cn:4022/rtp/233.18.204.89:5140
深圳卫视,http://demo.medrun.cn:4022/rtp/233.18.204.146:5140
新疆卫视,http://demo.medrun.cn:4022/rtp/233.18.204.147:5140
兵团卫视,http://demo.medrun.cn:4022/rtp/233.18.204.148:5140
三沙卫视,http://demo.medrun.cn:4022/rtp/233.18.204.149:5140
延边卫视,http://demo.medrun.cn:4022/rtp/233.18.204.155:5140
财富天下,http://demo.medrun.cn:4022/rtp/233.18.204.41:5140
快乐垂钓,http://demo.medrun.cn:4022/rtp/233.18.204.42:5140
生活时尚,http://demo.medrun.cn:4022/rtp/233.18.204.45:5140
动漫秀场,http://demo.medrun.cn:4022/rtp/233.18.204.46:5140
乐游频道,http://demo.medrun.cn:4022/rtp/233.18.204.47:5140
多彩文体,http://demo.medrun.cn:4022/rtp/233.18.204.50:5140
东方购物,http://demo.medrun.cn:4022/rtp/233.18.204.10:5140
东方影视,http://demo.medrun.cn:4022/rtp/233.18.204.4:5140
东方都市,http://demo.medrun.cn:4022/rtp/233.18.204.53:5140
东方影视,http://demo.medrun.cn:4022/rtp/233.18.204.55:5140
东方财经,http://demo.medrun.cn:4022/rtp/233.18.204.65:5140
法治天地,http://demo.medrun.cn:4022/rtp/233.18.204.12:5140
法治天地,http://demo.medrun.cn:4022/rtp/233.18.204.49:5140
哈哈炫动,http://demo.medrun.cn:4022/rtp/233.18.204.7:5140
哈哈炫动,http://demo.medrun.cn:4022/rtp/233.18.204.54:5140
北京卡酷,http://demo.medrun.cn:4022/rtp/233.18.204.109:5140
家庭理财,http://demo.medrun.cn:4022/rtp/233.18.204.157:5140
嘉佳卡通,http://demo.medrun.cn:4022/rtp/233.18.204.151:5140
金色学堂,http://demo.medrun.cn:4022/rtp/233.18.204.14:5140
金色学堂,http://demo.medrun.cn:4022/rtp/233.18.204.66:5140
金鹰卡通,http://demo.medrun.cn:4022/rtp/233.18.204.113:5140
金鹰卡通,http://demo.medrun.cn:4022/rtp/233.18.204.150:5140
卡酷少儿,http://demo.medrun.cn:4022/rtp/233.18.204.152:5140
上海都市,http://demo.medrun.cn:4022/rtp/233.18.204.2:5140
上海教育,http://demo.medrun.cn:4022/rtp/233.18.204.11:5140
新闻综合,http://demo.medrun.cn:4022/rtp/233.18.204.57:5140
新闻综合,http://demo.medrun.cn:4022/rtp/233.18.204.189:5140
五星体育,http://demo.medrun.cn:4022/rtp/233.18.204.6:5140
五星体育,http://demo.medrun.cn:4022/rtp/233.18.204.58:5140
第一剧场,http://demo.medrun.cn:4022/rtp/233.18.204.184:5140
第一财经,http://demo.medrun.cn:4022/rtp/233.18.204.5:5140
第一财经,http://demo.medrun.cn:4022/rtp/233.18.204.59:5140
东方购物1,http://demo.medrun.cn:4022/rtp/233.18.204.61:5140
东方购物2,http://demo.medrun.cn:4022/rtp/233.18.204.62:5140
CHC动作电影,http://demo.medrun.cn:4022/rtp/233.18.204.174:5140
CHC家庭影院,http://demo.medrun.cn:4022/rtp/233.18.204.173:5140
CHC影迷电影,http://demo.medrun.cn:4022/rtp/233.18.204.175:5140
兵器科技,http://demo.medrun.cn:4022/rtp/233.18.204.178:5140
游戏风云,http://demo.medrun.cn:4022/rtp/233.18.204.13:5140
游戏风云,http://demo.medrun.cn:4022/rtp/233.18.204.44:5140
都市剧场,http://demo.medrun.cn:4022/rtp/233.18.204.48:5140
风云剧场,http://demo.medrun.cn:4022/rtp/233.18.204.183:5140
风云音乐,http://demo.medrun.cn:4022/rtp/233.18.204.185:5140
风云足球,http://demo.medrun.cn:4022/rtp/233.18.204.176:5140
高尔夫网球,http://demo.medrun.cn:4022/rtp/233.18.204.181:5140
金鹰纪实,http://demo.medrun.cn:4022/rtp/233.18.204.104:5140
女性时尚,http://demo.medrun.cn:4022/rtp/233.18.204.180:5140
世界地理,http://demo.medrun.cn:4022/rtp/233.18.204.179:5140
文化精品,http://demo.medrun.cn:4022/rtp/233.18.204.186:5140
百事通画面,http://demo.medrun.cn:4022/rtp/233.18.204.158:5140
CCTV4-4K,http://demo.medrun.cn:4022/rtp/233.18.204.188:5140
CCTV-4-4K50FPS,http://demo.medrun.cn:4022/rtp/233.18.204.204:5140
多彩文体4K50FPS,http://demo.medrun.cn:4022/rtp/233.18.204.205:5140
深圳卫视4K50FPS,http://demo.medrun.cn:4022/rtp/233.18.204.219:5140	
东方卫视4K50FPS,http://demo.medrun.cn:4022/rtp/233.18.204.224:5140	
四川卫视4K50FPS,http://demo.medrun.cn:4022/rtp/233.18.204.225:5140
江苏卫视4K50FPS,http://demo.medrun.cn:4022/rtp/233.18.204.226:5140	
湖南卫视4K50FPS,http://demo.medrun.cn:4022/rtp/233.18.204.227:5140	
山东卫视4K50FPS,http://demo.medrun.cn:4022/rtp/233.18.204.228:5140	
浙江卫视4K50FPS,http://demo.medrun.cn:4022/rtp/233.18.204.229:5140
CCTV16-4K,http://demo.medrun.cn:4022/rtp/233.18.204.114:5140
欢笑剧场4K,http://demo.medrun.cn:4022/rtp/233.18.204.115:5140
BesTV电影介绍,http://demo.medrun.cn:4022/rtp/233.18.204.116:5140
BesTV4K电影,http://demo.medrun.cn:4022/rtp/233.18.204.169:5140
BesTV4K记录,http://demo.medrun.cn:4022/rtp/233.18.204.170:5140
BesTV4K动画,http://demo.medrun.cn:4022/rtp/233.18.204.171:5140

CCTV1,http://nas.220620.xyz:4022/rtp/233.18.204.20:5140
CCTV1,http://nas.220620.xyz:4022/rtp/233.18.204.52:5140
CCTV2,http://nas.220620.xyz:4022/rtp/233.18.204.21:5140
CCTV2,http://nas.220620.xyz:4022/rtp/233.18.204.68:5140
CCTV3,http://nas.220620.xyz:4022/rtp/233.18.204.22:5140
CCTV3,http://nas.220620.xyz:4022/rtp/233.18.204.69:5140
CCTV4,http://nas.220620.xyz:4022/rtp/233.18.204.23:5140
CCTV4,http://nas.220620.xyz:4022/rtp/233.18.204.70:5140
CCTV5,http://nas.220620.xyz:4022/rtp/233.18.204.24:5140
CCTV5,http://nas.220620.xyz:4022/rtp/233.18.204.71:5140
CCTV5+,http://nas.220620.xyz:4022/rtp/233.18.204.67:5140
CCTV6,http://nas.220620.xyz:4022/rtp/233.18.204.25:5140
CCTV6,http://nas.220620.xyz:4022/rtp/233.18.204.72:5140
CCTV7,http://nas.220620.xyz:4022/rtp/233.18.204.26:5140
CCTV7,http://nas.220620.xyz:4022/rtp/233.18.204.73:5140
CCTV8,http://nas.220620.xyz:4022/rtp/233.18.204.27:5140
CCTV8,http://nas.220620.xyz:4022/rtp/233.18.204.74:5140
CCTV9,http://nas.220620.xyz:4022/rtp/233.18.204.40:5140
CCTV9,http://nas.220620.xyz:4022/rtp/233.18.204.75:5140
CCTV10,http://nas.220620.xyz:4022/rtp/233.18.204.29:5140
CCTV10,http://nas.220620.xyz:4022/rtp/233.18.204.76:5140
CCTV11,http://nas.220620.xyz:4022/rtp/233.18.204.30:5140
CCTV11,http://nas.220620.xyz:4022/rtp/233.18.204.77:5140
CCTV12,http://nas.220620.xyz:4022/rtp/233.18.204.31:5140
CCTV12,http://nas.220620.xyz:4022/rtp/233.18.204.78:5140
CCTV13,http://nas.220620.xyz:4022/rtp/233.18.204.32:5140
CCTV13,http://nas.220620.xyz:4022/rtp/233.18.204.79:5140
CCTV14,http://nas.220620.xyz:4022/rtp/233.18.204.33:5140
CCTV14,http://nas.220620.xyz:4022/rtp/233.18.204.80:5140
CCTV15,http://nas.220620.xyz:4022/rtp/233.18.204.34:5140
CCTV15,http://nas.220620.xyz:4022/rtp/233.18.204.81:5140
CCTV16,http://nas.220620.xyz:4022/rtp/233.18.204.82:5140
CCTV17,http://nas.220620.xyz:4022/rtp/233.18.204.35:5140
CCTV17,http://nas.220620.xyz:4022/rtp/233.18.204.83:5140
央视台球,http://nas.220620.xyz:4022/rtp/233.18.204.177:5140
央广购物,http://nas.220620.xyz:4022/rtp/233.18.204.15:5140
CETV1,http://nas.220620.xyz:4022/rtp/233.18.204.98:5140
CETV1,http://nas.220620.xyz:4022/rtp/233.18.204.153:5140
CETV2,http://nas.220620.xyz:4022/rtp/233.18.204.154:5140
CETV4,http://nas.220620.xyz:4022/rtp/233.18.204.111:5140
CETV早期教育,http://nas.220620.xyz:4022/rtp/233.18.204.187:5140
CGTN,http://nas.220620.xyz:4022/rtp/233.18.204.28:5140
东方卫视,http://nas.220620.xyz:4022/rtp/233.18.204.1:5140
东方卫视,http://nas.220620.xyz:4022/rtp/233.18.204.51:5140
浙江卫视,http://nas.220620.xyz:4022/rtp/233.18.204.84:5140
宁夏卫视,http://nas.220620.xyz:4022/rtp/233.18.204.117:5140
北京卫视,http://nas.220620.xyz:4022/rtp/233.18.204.87:5140
北京卫视,http://nas.220620.xyz:4022/rtp/233.18.204.118:5140
湖南卫视,http://nas.220620.xyz:4022/rtp/233.18.204.86:5140
湖南卫视,http://nas.220620.xyz:4022/rtp/233.18.204.119:5140
江苏卫视,http://nas.220620.xyz:4022/rtp/233.18.204.85:5140
江苏卫视,http://nas.220620.xyz:4022/rtp/233.18.204.120:5140
浙江卫视,http://nas.220620.xyz:4022/rtp/233.18.204.121:5140
旅游卫视,http://nas.220620.xyz:4022/rtp/233.18.204.122:5140
广西卫视,http://nas.220620.xyz:4022/rtp/233.18.204.107:5140
广西卫视,http://nas.220620.xyz:4022/rtp/233.18.204.123:5140
四川卫视,http://nas.220620.xyz:4022/rtp/233.18.204.99:5140
四川卫视,http://nas.220620.xyz:4022/rtp/233.18.204.124:5140
山东卫视,http://nas.220620.xyz:4022/rtp/233.18.204.91:5140
山东卫视,http://nas.220620.xyz:4022/rtp/233.18.204.125:5140
辽宁卫视,http://nas.220620.xyz:4022/rtp/233.18.204.96:5140
辽宁卫视,http://nas.220620.xyz:4022/rtp/233.18.204.126:5140
安徽卫视,http://nas.220620.xyz:4022/rtp/233.18.204.93:5140
安徽卫视,http://nas.220620.xyz:4022/rtp/233.18.204.127:5140
东南卫视,http://nas.220620.xyz:4022/rtp/233.18.204.94:5140
东南卫视,http://nas.220620.xyz:4022/rtp/233.18.204.128:5140
天津卫视,http://nas.220620.xyz:4022/rtp/233.18.204.97:5140
天津卫视,http://nas.220620.xyz:4022/rtp/233.18.204.129:5140
江西卫视,http://nas.220620.xyz:4022/rtp/233.18.204.95:5140
江西卫视,http://nas.220620.xyz:4022/rtp/233.18.204.130:5140
吉林卫视,http://nas.220620.xyz:4022/rtp/233.18.204.108:5140
吉林卫视,http://nas.220620.xyz:4022/rtp/233.18.204.131:5140
山西卫视,http://nas.220620.xyz:4022/rtp/233.18.204.132:5140
青海卫视,http://nas.220620.xyz:4022/rtp/233.18.204.112:5140
青海卫视,http://nas.220620.xyz:4022/rtp/233.18.204.133:5140
西藏卫视,http://nas.220620.xyz:4022/rtp/233.18.204.134:5140
陕西卫视,http://nas.220620.xyz:4022/rtp/233.18.204.135:5140
云南卫视,http://nas.220620.xyz:4022/rtp/233.18.204.106:5140
云南卫视,http://nas.220620.xyz:4022/rtp/233.18.204.136:5140
甘肃卫视,http://nas.220620.xyz:4022/rtp/233.18.204.110:5140
甘肃卫视,http://nas.220620.xyz:4022/rtp/233.18.204.137:5140
广东卫视,http://nas.220620.xyz:4022/rtp/233.18.204.88:5140
广东卫视,http://nas.220620.xyz:4022/rtp/233.18.204.138:5140
黑龙江卫视,http://nas.220620.xyz:4022/rtp/233.18.204.90:5140
黑龙江卫视,http://nas.220620.xyz:4022/rtp/233.18.204.139:5140
河北卫视,http://nas.220620.xyz:4022/rtp/233.18.204.103:5140
河北卫视,http://nas.220620.xyz:4022/rtp/233.18.204.140:5140
内蒙古卫视,http://nas.220620.xyz:4022/rtp/233.18.204.141:5140
湖北卫视,http://nas.220620.xyz:4022/rtp/233.18.204.92:5140
湖北卫视,http://nas.220620.xyz:4022/rtp/233.18.204.142:5140
重庆卫视,http://nas.220620.xyz:4022/rtp/233.18.204.100:5140
重庆卫视,http://nas.220620.xyz:4022/rtp/233.18.204.143:5140
海南卫视,http://nas.220620.xyz:4022/rtp/233.18.204.102:5140
贵州卫视,http://nas.220620.xyz:4022/rtp/233.18.204.101:5140
贵州卫视,http://nas.220620.xyz:4022/rtp/233.18.204.144:5140
河南卫视,http://nas.220620.xyz:4022/rtp/233.18.204.105:5140
河南卫视,http://nas.220620.xyz:4022/rtp/233.18.204.145:5140
深圳卫视,http://nas.220620.xyz:4022/rtp/233.18.204.89:5140
深圳卫视,http://nas.220620.xyz:4022/rtp/233.18.204.146:5140
新疆卫视,http://nas.220620.xyz:4022/rtp/233.18.204.147:5140
兵团卫视,http://nas.220620.xyz:4022/rtp/233.18.204.148:5140
三沙卫视,http://nas.220620.xyz:4022/rtp/233.18.204.149:5140
延边卫视,http://nas.220620.xyz:4022/rtp/233.18.204.155:5140
财富天下,http://nas.220620.xyz:4022/rtp/233.18.204.41:5140
快乐垂钓,http://nas.220620.xyz:4022/rtp/233.18.204.42:5140
生活时尚,http://nas.220620.xyz:4022/rtp/233.18.204.45:5140
动漫秀场,http://nas.220620.xyz:4022/rtp/233.18.204.46:5140
乐游频道,http://nas.220620.xyz:4022/rtp/233.18.204.47:5140
多彩文体,http://nas.220620.xyz:4022/rtp/233.18.204.50:5140
东方购物,http://nas.220620.xyz:4022/rtp/233.18.204.10:5140
东方影视,http://nas.220620.xyz:4022/rtp/233.18.204.4:5140
东方都市,http://nas.220620.xyz:4022/rtp/233.18.204.53:5140
东方影视,http://nas.220620.xyz:4022/rtp/233.18.204.55:5140
东方财经,http://nas.220620.xyz:4022/rtp/233.18.204.65:5140
法治天地,http://nas.220620.xyz:4022/rtp/233.18.204.12:5140
法治天地,http://nas.220620.xyz:4022/rtp/233.18.204.49:5140
哈哈炫动,http://nas.220620.xyz:4022/rtp/233.18.204.7:5140
哈哈炫动,http://nas.220620.xyz:4022/rtp/233.18.204.54:5140
北京卡酷,http://nas.220620.xyz:4022/rtp/233.18.204.109:5140
家庭理财,http://nas.220620.xyz:4022/rtp/233.18.204.157:5140
嘉佳卡通,http://nas.220620.xyz:4022/rtp/233.18.204.151:5140
金色学堂,http://nas.220620.xyz:4022/rtp/233.18.204.14:5140
金色学堂,http://nas.220620.xyz:4022/rtp/233.18.204.66:5140
金鹰卡通,http://nas.220620.xyz:4022/rtp/233.18.204.113:5140
金鹰卡通,http://nas.220620.xyz:4022/rtp/233.18.204.150:5140
卡酷少儿,http://nas.220620.xyz:4022/rtp/233.18.204.152:5140
上海都市,http://nas.220620.xyz:4022/rtp/233.18.204.2:5140
上海教育,http://nas.220620.xyz:4022/rtp/233.18.204.11:5140
新闻综合,http://nas.220620.xyz:4022/rtp/233.18.204.57:5140
新闻综合,http://nas.220620.xyz:4022/rtp/233.18.204.189:5140
五星体育,http://nas.220620.xyz:4022/rtp/233.18.204.6:5140
五星体育,http://nas.220620.xyz:4022/rtp/233.18.204.58:5140
第一剧场,http://nas.220620.xyz:4022/rtp/233.18.204.184:5140
第一财经,http://nas.220620.xyz:4022/rtp/233.18.204.5:5140
第一财经,http://nas.220620.xyz:4022/rtp/233.18.204.59:5140
东方购物1,http://nas.220620.xyz:4022/rtp/233.18.204.61:5140
东方购物2,http://nas.220620.xyz:4022/rtp/233.18.204.62:5140
CHC动作电影,http://nas.220620.xyz:4022/rtp/233.18.204.174:5140
CHC家庭影院,http://nas.220620.xyz:4022/rtp/233.18.204.173:5140
CHC影迷电影,http://nas.220620.xyz:4022/rtp/233.18.204.175:5140
兵器科技,http://nas.220620.xyz:4022/rtp/233.18.204.178:5140
游戏风云,http://nas.220620.xyz:4022/rtp/233.18.204.13:5140
游戏风云,http://nas.220620.xyz:4022/rtp/233.18.204.44:5140
都市剧场,http://nas.220620.xyz:4022/rtp/233.18.204.48:5140
风云剧场,http://nas.220620.xyz:4022/rtp/233.18.204.183:5140
风云音乐,http://nas.220620.xyz:4022/rtp/233.18.204.185:5140
风云足球,http://nas.220620.xyz:4022/rtp/233.18.204.176:5140
高尔夫网球,http://nas.220620.xyz:4022/rtp/233.18.204.181:5140
金鹰纪实,http://nas.220620.xyz:4022/rtp/233.18.204.104:5140
女性时尚,http://nas.220620.xyz:4022/rtp/233.18.204.180:5140
世界地理,http://nas.220620.xyz:4022/rtp/233.18.204.179:5140
文化精品,http://nas.220620.xyz:4022/rtp/233.18.204.186:5140
百事通画面,http://nas.220620.xyz:4022/rtp/233.18.204.158:5140
CCTV4-4K,http://nas.220620.xyz:4022/rtp/233.18.204.188:5140
CCTV-4-4K50FPS,http://nas.220620.xyz:4022/rtp/233.18.204.204:5140
多彩文体4K50FPS,http://nas.220620.xyz:4022/rtp/233.18.204.205:5140
深圳卫视4K50FPS,http://nas.220620.xyz:4022/rtp/233.18.204.219:5140	
东方卫视4K50FPS,http://nas.220620.xyz:4022/rtp/233.18.204.224:5140	
四川卫视4K50FPS,http://nas.220620.xyz:4022/rtp/233.18.204.225:5140
江苏卫视4K50FPS,http://nas.220620.xyz:4022/rtp/233.18.204.226:5140	
湖南卫视4K50FPS,http://nas.220620.xyz:4022/rtp/233.18.204.227:5140	
山东卫视4K50FPS,http://nas.220620.xyz:4022/rtp/233.18.204.228:5140	
浙江卫视4K50FPS,http://nas.220620.xyz:4022/rtp/233.18.204.229:5140
CCTV16-4K,http://nas.220620.xyz:4022/rtp/233.18.204.114:5140
欢笑剧场4K,http://nas.220620.xyz:4022/rtp/233.18.204.115:5140
BesTV电影介绍,http://nas.220620.xyz:4022/rtp/233.18.204.116:5140
BesTV4K电影,http://nas.220620.xyz:4022/rtp/233.18.204.169:5140
BesTV4K记录,http://nas.220620.xyz:4022/rtp/233.18.204.170:5140
BesTV4K动画,http://nas.220620.xyz:4022/rtp/233.18.204.171:5140

央卫视,#genre#
汕头新闻综合,http://27.41.245.153:12315/hls/901/index.m3u8
汕头经济生活,http://27.41.245.153:12315/hls/903/index.m3u8
CCTV-1综合,http://27.41.245.153:12315/hls/1/index.m3u8
CCTV-2财经,http://27.41.245.153:12315/hls/2/index.m3u8
CCTV-3综艺,http://27.41.245.153:12315/hls/3/index.m3u8
CCTV-4国际,http://27.41.245.153:12315/hls/4/index.m3u8
CCTV-5体育,http://27.41.245.153:12315/hls/5/index.m3u8
CCTV-6电影,http://27.41.245.153:12315/hls/6/index.m3u8
CCTV-7军事,http://27.41.245.153:12315/hls/7/index.m3u8
CCTV-8电视,http://27.41.245.153:12315/hls/8/index.m3u8
CCTV-9记录,http://27.41.245.153:12315/hls/9/index.m3u8
CCTV-10科教,http://27.41.245.153:12315/hls/10/index.m3u8
CCTV-11戏曲,http://27.41.245.153:12315/hls/11/index.m3u8
CCTV-12社会与法,http://27.41.245.153:12315/hls/12/index.m3u8
CCTV-13新闻,http://27.41.245.153:12315/hls/13/index.m3u8
CCTV-14少儿,http://27.41.245.153:12315/hls/14/index.m3u8
CCTV-15音乐,http://27.41.245.153:12315/hls/15/index.m3u8
CCTV-17农业,http://27.41.245.153:12315/hls/16/index.m3u8
CHC家庭电影,http://27.41.245.153:12315/hls/905/index.m3u8
凤凰中文,http://27.41.245.153:12315/hls/205/index.m3u8
潮州综合,http://27.41.245.153:12315/hls/200/index.m3u8
揭阳综合,http://27.41.245.153:12315/hls/301/index.m3u8
广东珠江,http://27.41.245.153:12315/hls/25/index.m3u8
湖南卫视,http://27.41.245.153:12315/hls/27/index.m3u8
北京卫视,http://27.41.245.153:12315/hls/28/index.m3u8
安徽卫视,http://27.41.245.153:12315/hls/29/index.m3u8
东南卫视,http://27.41.245.153:12315/hls/32/index.m3u8
甘肃卫视,http://27.41.245.153:12315/hls/33/index.m3u8
广西卫视,http://27.41.245.153:12315/hls/34/index.m3u8
贵州卫视,http://27.41.245.153:12315/hls/35/index.m3u8
海南卫视,http://27.41.245.153:12315/hls/36/index.m3u8
河北卫视,http://27.41.245.153:12315/hls/37/index.m3u8
河南卫视,http://27.41.245.153:12315/hls/38/index.m3u8
黑龙江卫视,http://27.41.245.153:12315/hls/39/index.m3u8
吉林卫视,http://27.41.245.153:12315/hls/40/index.m3u8
江苏卫视,http://27.41.245.153:12315/hls/42/index.m3u8
江西卫视,http://27.41.245.153:12315/hls/43/index.m3u8
内蒙古卫视,http://27.41.245.153:12315/hls/47/index.m3u8
宁夏卫视,http://27.41.245.153:12315/hls/48/index.m3u8
青海卫视,http://27.41.245.153:12315/hls/49/index.m3u8
山东卫视,http://27.41.245.153:12315/hls/51/index.m3u8
山西卫视,http://27.41.245.153:12315/hls/52/index.m3u8
陕西卫视,http://27.41.245.153:12315/hls/53/index.m3u8
天津卫视,http://27.41.245.153:12315/hls/55/index.m3u8
四川卫视,http://27.41.245.153:12315/hls/54/index.m3u8
西藏卫视,http://27.41.245.153:12315/hls/56/index.m3u8
新疆卫视,http://27.41.245.153:12315/hls/57/index.m3u8
浙江卫视,http://27.41.245.153:12315/hls/58/index.m3u8
重庆卫视,http://27.41.245.153:12315/hls/59/index.m3u8
风云足球,http://27.41.245.153:12315/hls/906/index.m3u8
广东体育,http://27.41.245.153:12315/hls/204/index.m3u8





秒播央视,#genre#
CCTV-1HD,http://107.150.60.122/live/cctv1hd.m3u8
CCTV-2HD,http://107.150.60.122/live/cctv2hd.m3u8
CCTV-3HD,http://107.150.60.122/live/cctv3hd.m3u8
CCTV-4HD,http://107.150.60.122/live/cctv4hd.m3u8
CCTV-5HD,http://107.150.60.122/live/cctv5hd.m3u8
CCTV-6HD,http://107.150.60.122/live/cctv6hd.m3u8
CCTV-7HD,http://107.150.60.122/live/cctv7hd.m3u8
CCTV-8HD,http://107.150.60.122/live/cctv8hd.m3u8
CCTV-9HD,http://107.150.60.122/live/cctv9hd.m3u8
CCTV-10HD,http://107.150.60.122/live/cctv10hd.m3u8
CCTV-11HD,http://107.150.60.122/live/cctv11hd.m3u8
CCTV-12HD,http://107.150.60.122/live/cctv12hd.m3u8
CCTV-13HD,http://107.150.60.122/live/cctv13hd.m3u8
CCTV-14HD,http://107.150.60.122/live/cctv14hd.m3u8
CCTV-15HD,http://107.150.60.122/live/cctv15hd.m3u8
CCTV-16HD,http://107.150.60.122/live/cctv16hd.m3u8
CCTV-17HD,http://107.150.60.122/live/cctv17hd.m3u8
CCTV-5+HD,http://107.150.60.122/live/cctv5p.m3u8
CCTV-4K超高清,http://107.150.60.122/live/cctv4k.m3u8
CCTV-8K超高清,http://107.150.60.122/live/cctv8k.m3u8
湖南卫视HD,http://107.150.60.122/live/hnwshd.m3u8
东方卫视HD,http://107.150.60.122/live/dfwshd.m3u8
浙江卫视HD,http://107.150.60.122/live/zjwshd.m3u8
江苏卫视HD,http://107.150.60.122/live/jswshd.m3u8
重庆卫视HD,http://107.150.60.122/live/cqwshd.m3u8
东南卫视HD,http://107.150.60.122/live/dnwshd.m3u8
